card_id,name,yomi,cost,type,power,effect,lore,set,tag
95,深森の守護者,深森の守護者 / しんしんのしゅごしゃ,2,グリフォン,500,相手のモンスターはプレイヤーに攻撃できない。,天楽列島の垂頭遺跡に住むグリフォン。侵入者がいなくなった今でも、何かを守り続けている。,DES03-楽園賛歌_グループ2,#モンスターカード
96,酒呑童子,酒呑童子 / しゅてんどうじ,2,妖怪,600,自分のデッキが縦向きの時使用できず場に出せない。場に出た時、自分のデッキの向きを変える。(これをタップ) 自分の[妖怪]1体の「場に出た時」の効果をコピーする。,多くの妖怪を使役する妖怪。基本的に酒を呑んでいるだけなので嫌われている。,STR07-妖の饗宴,#モンスターカード
97,天使スライム,天使スライム / てんしすらいむ,2,"光,ザコ",100,場に出た時、自分の捨て札から「スライム」1体までを出す。(これをタップ) 自分の名前に「スライム」を含むモンスター全てを+100。,スライムが天に召された後、どこか寂しさを覚え地に舞い戻ってきた姿。出会ったスライムに笑顔を振りまきつつ、もうそこに戻れないことを心のなかで悲しみ続ける。,CS03-共鳴地_グループ1,#モンスターカード
98,水の魔法使い,水の魔法使い / みずのまほうつかい,2,"水,ヒト",100,(これをタップ) 自分は1枚引く。(2) 自分のデッキから[水]1枚までを手札に加える。,[特別交換またはイベント配布]「向こうから流れてきてるのって...ゴブリン...？？？」,特別交換カード,#モンスターカード
99,水の精霊,水の精霊 / みずのせいれい,2,"水,妖精",400,場に出た時、自分は1枚引く。,水辺で集団生活をする精霊。他の精霊と比べて知性が高く友好的であり、旅人とのコミュニケーションを楽しむこともある。,STR02-立ちはだかる氷像,#モンスターカード
100,火炎オオカミ,火炎オオカミ / かえんおおおかみ,2,"火,獣",600,自分の[火]のエネルギーが場に無い時使用できず場に出せない。場に出たターンでも攻撃できる。自分のターン終了時、これを-200。,,STR09-真なる力_グループ2,#モンスターカード
101,山麓の補給兵,山麓の補給兵 / さんろくのほきゅうへい,2,"ヒト,騎士",300,場に出た時、以下から1つ選ぶ。①自分は1枚引く。②自分のデッキから「補給物資」1枚までを手札に加える。,火山の麓で補給活動をする騎士。そこそこ大きな街があり拠点としても発達しているため、尋常ではない量の物資が届き、それに辟易している。,CS03-共鳴地_グループ1,#モンスターカード
102,青空ゴブリン,青空ゴブリン / あおぞらごぶりん,2,ゴブリン,1500,自分の[ゴブリン]のモンスターが場にない時使用できず場に出せない。場に出た時、相手のフィールドを破壊する、これを破壊する。,丸太そのものを使った矢に乗り、敵拠点へ攻撃を仕掛けるゴブリン。あまり頭は良くないが攻撃力は高い。,プロモーションカード,#モンスターカード
103,赤蛇,赤蛇 / あかへび,2,毒,300,(これをタップ) 自分の[毒]が2体以上場にいるなら、相手のモンスター1体を-300。,[2025新年特典]滅多に見ることが出来ないヘビ。白蛇の変異種であり、より珍しい生物とされている。これをシンボルとしている街も存在する。,プロモーションカード,#モンスターカード
104,炎剣の騎士,炎剣の騎士 / えんけんのきし,2,"火,ヒト,騎士",600,"共鳴召喚 : [騎士],[火]の魔法場に出た時、相手のモンスターか相手に600ダメージ。(これをタップ) 自分のデッキから[火]の魔法1枚までを手札に加える。",火炎の術を取り込み強化された騎士。魔法の威力の高さに飲み込まれず、武器として火と剣を扱うにはそれなりの技量が必要である。,CS03-共鳴地_グループ1,#モンスターカード
105,垢舐め,垢舐め / あかなめ,2,"水,妖怪",400,場に出た時、場のカウンター全てを除く。(これをタップ) 自分のデッキの向きを変える。,風呂場に現れ、風呂桶に付いた垢を舐める妖怪。ヒトのような外見をしているが、舌や足は妖そのもの。,RP01-ランダムパスvol1_グループ4,#モンスターカード
106,闘牛,闘牛 / とうぎゅう,2,獣,700,場に出た時、自分のエネルギーが3枚以上場にあるなら、これを破壊する。,力強い角を持つ牛。誰かに赤い布を取り付けられて以降休まずに突進している。,CS04-覚醒地_グループ2,#モンスターカード
107,無形の霊術師,無形の霊術師 / むけいのれいじゅつし,2,"闇,幽霊",400,(1) 自分のモンスター1体を破壊する。自分のデッキから名前に「魔法陣」を含むカード1枚までを手札に加える。,禁術実験を進める過程で、自ら幽霊に成り果てた霊術師。数多くの召喚魔法を習得しているが、それを生み出すには犠牲が伴う。,DES01-闘争本能_グループ3,#モンスターカード
108,風読みのハーピー,風読みのハーピー / かざよみのはーぴー,2,"風,ハーピー",400,相手の翼は発動しない。,ディエティ山から少し離れた森に住むハーピー。素早い動きと高い視力で敵や罠を察知し、味方に知らせる。,CS03-共鳴地_グループ1,#モンスターカード
109,木の宝箱,木の宝箱 / きのたからばこ,2,悪魔,100,攻撃できない。破壊時、自分に500ダメージ、自分は3枚引く。,あらゆるところに放置されている宝箱。過去の冒険者が残した物が入っていることもあれば、冒険者そのものが入っていることもあるのだとか.......。,CS01-新天地_グループ2,#モンスターカード
110,泡の異形,泡の異形 / あわのいぎょう,2,"水,神",300,これは使わずに場に出せない。攻撃されない。相手の「場に出たターンでも攻撃できる。」は働かない。,一万年に一度、数分だけ現れると噂される異形の存在。海を守る守護神と言い伝えられている。,RP01-ランダムパスvol1_グループ1,#モンスターカード
111,石鎚の鍛冶師,石鎚の鍛冶師 / いしづちのかじし,2,ヒト,300,場に出た時、自分のデッキから[装備]1枚までを手札に加える。(2) 自分のデッキから[装備]1枚までを手札に加える。,見たこともない村に足を踏み入れ、入念な準備をするだろう。,プレイヤーレベル (LV) 3達成,#モンスターカード
112,凍りスライム,凍りスライム / こおりすらいむ,2,"水,ザコ",500,攻撃できない。相手のモンスターはこれにしか攻撃できない。,雪山に迷い込み凍ってしまったスライム。動けないまま笑顔を振りまくことで、夜中に山の訪問者を怖がらせている。,RP01-ランダムパスvol1_グループ4,#モンスターカード
113,糸動奇 箱,糸動奇 箱 / しどうき はこ,2,"地,機械",400,場に出た時と (2) 、自分のデッキから名前に「糸動」を含むモンスター1枚までを手札に加える。,工房内での資材運搬と、加工指示を行う小型の機械。二本の脚は移動の他にマニピュレーターとしても使われる。,MCS06-糸動の弦楽,#モンスターカード
114,デカスライム,デカスライム / でかすらいむ,2,ザコ,400,場に出た時、自分の手札から「スライム」1体までを出す。(自分の他の「スライム」1体を破壊) これを+300。,元々は天使になった時にスライムを出すモンスターだったけど、システム的にやめたみたい。腕が生えてるのはちょっとキモカワイイ...かも...,MCS07-気まぐれ箱vol1,#モンスターカード
115,ツル,ツル / つる,2,鳥,500,場に出たターンでも攻撃できる。自分のターンの終了時、自分のモンスター全てを+100、これを手札に戻す。,[オリカチケット/Crane]古来より長寿の象徴とされてきた鳥。その翼は、今日に至るまで泰平の世を映し続けてきた。,プロモーションカード,#モンスターカード #オリカ
116,飢血の悪魔,飢血の悪魔 / けけつのあくま,2,"獣,悪魔",600,自分のターン終了時、自分は1枚引く、自分に300ダメージ。,血に飢えた攻撃性の高い獣。敏腕な調教師でさえ手懐けることは難しい。,STR08-冥界の番人,#モンスターカード
117,ソリッドスライム,ソリッドスライム / そりっどすらいむ,2,ザコ,300,これが受けるダメージ-200。,半個体状態のスライム。体が硬く自由変形が難しいので移動速度が遅い。頭も固い。,RP01-ランダムパスvol1_グループ4,#モンスターカード
